Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
-,NISSAN,Fuga,2006,Sedan,Yes,CNG,3.5,180000 km,6.0,Tiptronic,4x4,4-5,Right-hand drive,Silver,10,Medium
781,TOYOTA,Camry XLE,2012,Sedan,No,Hybrid,2.5,177000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,High
836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,177719 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,MERCEDES-BENZ,Sprinter 316,2005,Microbus,No,Diesel,2.7 Turbo,25600 km,4.0,Tiptronic,Rear,4-5,Left wheel,Silver,4,High
531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,108900 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
-,LEXUS,RC F,2015,Coupe,Yes,Petrol,3.5,86000 km,6.0,Tiptronic,4x4,2-3,Left wheel,Grey,16,Very High
753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,123869 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,High
-,BMW,X5,2008,Jeep,Yes,Petrol,3,180000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Blue,10,Very High
765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,155797 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,198288 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,124718 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
1055,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,124723 km,6.0,Automatic,Front,4-5,Left wheel,Grey,12,Medium
862,VOLKSWAGEN,Passat,2011,Sedan,Yes,Petrol,2.5,107000 km,5.0,Tiptronic,Front,4-5,Left wheel,White,8,High
-,OPEL,Combo,1998,Goods wagon,No,Diesel,1.7 Turbo,0 km,4.0,Manual,Front,2-3,Left wheel,White,1,Low
-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4.0,Manual,Rear,4-5,Left wheel,Black,4,Medium
650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,143000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,12,Medium
645,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.8,130000 km,4.0,Automatic,Front,4-5,Left wheel,Sky blue,8,Medium
456,TOYOTA,Avalon,2015,Sedan,Yes,Hybrid,2.5,63645 km,4.0,Tiptronic,Front,4-5,Left wheel,White,12,Very High
831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,72052 km,4.0,Automatic,Front,4-5,Left wheel,Brown,4,Very High
-,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,Medium
642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,228570 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Medium
-,KIA,Sorento,2010,Jeep,Yes,Diesel,2.0 Turbo,178000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
934,TOYOTA,Camry,2015,Sedan,No,Petrol,2.5,156800 km,4.0,Automatic,Front,4-5,Left wheel,Black,8,Very High
1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278 km,6.0,Automatic,4x4,4-5,Left wheel,Green,12,Medium
880,HYUNDAI,Tucson,2018,Jeep,Yes,Petrol,1.6,24998 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,204387 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Medium
518,TOYOTA,Camry,2016,Jeep,Yes,Hybrid,2.5,39741 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,222000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,10,Medium
730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,115031 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
-,TOYOTA,Vitz funkargo,2003,Universal,No,Petrol,1.5,181926 km,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,2,Medium
-,MERCEDES-BENZ,ML 300,2015,Jeep,Yes,Petrol,3.0 Turbo,66000 km,12.0,Tiptronic,4x4,4-5,Left wheel,Black,10,Very High
753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,244800 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
-,TOYOTA,Ist,2005,Hatchback,No,Petrol,1.3,138000 km,4.0,Automatic,Front,4-5,Right-hand drive,White,4,Medium
-,TOYOTA,Celica,2000,Coupe,Yes,Petrol,1.8,203000 km,4.0,Manual,Front,2-3,Right-hand drive,Silver,4,Medium
1138,PORSCHE,911,2013,Coupe,Yes,Petrol,3.8,64464 km,6.0,Automatic,Rear,2-3,Left wheel,Black,12,Low
784,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,27428 km,4.0,Automatic,Front,4-5,Left wheel,Red,4,Very High
1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,269013 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1273,KIA,Sportage,2020,Sedan,Yes,Petrol,2.4,2741 km,4.0,Automatic,4x4,2-3,Left wheel,Silver,12,Medium
639,CHEVROLET,Orlando,2014,Jeep,Yes,Diesel,2,73650 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Medium
-,TOYOTA,Vitz,2001,Coupe,No,Petrol,1,175000 km,4.0,Automatic,Front,2-3,Right-hand drive,Pink,2,Medium
528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,179664 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,101000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,Very High
-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,6,High
1268,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,88000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,Medium
779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,234218 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Medium
1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,Very High
891,AUDI,Q5,2016,Jeep,Yes,Petrol,2,56240 km,4.0,Automatic,4x4,4-5,Left wheel,Grey,0,Very High
-,NISSAN,Tiida,2005,Hatchback,No,Petrol,1.5,150000 km,4.0,Variator,Front,4-5,Right-hand drive,Beige,4,Medium
730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,138241 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,326612 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
891,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2,58328 km,4.0,Automatic,Rear,4-5,Left wheel,White,12,Low
-,OPEL,Astra,2000,Hatchback,No,Petrol,1.6,250000 km,4.0,Manual,Front,4-5,Left wheel,White,4,Medium
761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,160000 km,4.0,Variator,Front,4-5,Left wheel,Grey,8,High
919,BMW,X5,2012,Jeep,Yes,Diesel,3.0 Turbo,208000 km,6.0,Tiptronic,4x4,4-5,Left wheel,White,6,Very High
1091,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,99200 km,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,Very High
2002,HYUNDAI,Genesis,2008,Sedan,Yes,Petrol,3.8,136192 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,107523 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,KIA,Forte,2011,Sedan,Yes,LPG,1.6,40000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,6,Very High
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,547288 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
531,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6 Turbo,195200 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,8,High
-,HONDA,Cr-v,2002,Jeep,No,Petrol,2.4,260000 km,4.0,Automatic,4x4,4-5,Left wheel,Silver,6,Medium
-,LEXUS,RX 350,2007,Jeep,Yes,Petrol,3.5,128500 km,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,Very High
518,TOYOTA,RAV 4,2016,Jeep,No,Hybrid,2.5,30402 km,4.0,Variator,4x4,4-5,Left wheel,Blue,6,Very High
-,LAND ROVER,Range Rover Evoque,2012,Jeep,Yes,Petrol,2.0 Turbo,125000 km,4.0,Tiptronic,4x4,4-5,Left wheel,Red,8,Very High
1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659 km,8.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,159000 km,4.0,Variator,Front,4-5,Right-hand drive,Sky blue,2,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,586436 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
-,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,151000 km,4.0,Variator,Front,4-5,Left wheel,Black,10,High
891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,151193 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Very High
583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,51211 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Medium
584,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8,107200 km,4.0,Automatic,Rear,4-5,Left wheel,White,8,High
1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,54822 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
-,MAZDA,Mazda 2,2009,Coupe,No,Diesel,1.6 Turbo,161000 km,4.0,Manual,Front,2-3,Left wheel,Grey,4,Medium
-,TOYOTA,Vitz,2002,Sedan,No,Petrol,1.3,100000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,2,Low
639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,170623 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,60850 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,SUBARU,Forester,2002,Hatchback,No,CNG,2,120000 km,4.0,Automatic,4x4,4-5,Right-hand drive,Silver,6,Medium
-,HONDA,Elysion,2004,Minivan,No,Petrol,3,323000 km,6.0,Automatic,Front,2-3,Right-hand drive,Grey,4,Medium
1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,128000 km,4.0,Automatic,Front,4-5,Right-hand drive,Black,6,Medium
917,MITSUBISHI,Outlander,2013,Jeep,No,Petrol,3,126000 km,6.0,Automatic,4x4,4-5,Left wheel,Orange,8,Very High
836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,58962 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
900,HONDA,Cr-v,2015,Jeep,Yes,Petrol,2.4,80288 km,4.0,Automatic,4x4,4-5,Left wheel,Brown,12,Medium
1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,3.5,291200 km,6.0,Tiptronic,Rear,4-5,Left wheel,Black,0,Very High
528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,52569 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
3329,FORD,Expedition,2007,Jeep,Yes,Petrol,5.4,280429 km,8.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,77917 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,SUZUKI,Swift,2005,Sedan,No,Petrol,1.3,200000 km,4.0,Manual,Front,4-5,Right-hand drive,Grey,2,Low
-,MERCEDES-BENZ,E 200,2011,Sedan,No,CNG,2,11111 km,4.0,Manual,Rear,4-5,Left wheel,Beige,0,Low
645,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,150000 km,4.0,Tiptronic,Front,4-5,Left wheel,Sky blue,6,Medium
585,HYUNDAI,Elantra GT,2013,Hatchback,No,Petrol,1.8,75000 km,4.0,Automatic,Front,4-5,Left wheel,White,8,Medium
521,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.4,131200 km,4.0,Automatic,Front,4-5,Left wheel,Red,6,Medium
-,HONDA,Cr-v,1998,Jeep,No,Petrol,2,111111 km,4.0,Automatic,4x4,4-5,Right-hand drive,Green,2,Medium
781,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,2012 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,High
531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,119595 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,14004 km,4.0,Automatic,Front,4-5,Left wheel,Black,8,Very High
1211,MERCEDES-BENZ,GL 320,2010,Jeep,Yes,Diesel,3.0 Turbo,240000 km,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,Very High
880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,47181 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Very High
761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,159382 km,4.0,Automatic,Front,4-5,Left wheel,White,12,Low
836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,161240 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Medium
891,CHEVROLET,Orlando,2016,Jeep,Yes,LPG,2,114058 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,64723 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,Low
1172,CHEVROLET,Impala,2011,Sedan,Yes,Petrol,3.5,219043 km,6.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,FORD,Transit,1998,Microbus,No,Diesel,2.5 Turbo,1234 km,4.0,Manual,Rear,4-5,Left wheel,White,2,Low
-,FIAT,500,2015,Hatchback,Yes,Petrol,1.4,84000 km,4.0,Automatic,Front,4-5,Left wheel,White,0,Medium
862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,55248 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,High
639,VOLKSWAGEN,Passat,2014,Sedan,Yes,Diesel,2.0 Turbo,211512 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,0,High
730,NISSAN,Juke,2016,Jeep,Yes,Petrol,1.6,44210 km,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,Low
640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,167333 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
891,HYUNDAI,Santa FE,2016,Jeep,Yes,Petrol,2,80486 km,4.0,Automatic,Front,4-5,Left wheel,Orange,12,Low
308,TOYOTA,Prius,2014,Sedan,Yes,Hybrid,1.8,111000 km,4.0,Variator,Front,4-5,Left wheel,Red,14,Very High
-,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,45000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,8,High
687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,52418 km,4.0,Automatic,Front,4-5,Left wheel,White,4,High
-,VOLKSWAGEN,Golf 4,2003,Hatchback,No,Petrol,2,250000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,8,Medium
1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542 km,6.0,Automatic,4x4,4-5,Left wheel,White,12,Low
687,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,153915 km,4.0,Automatic,Front,4-5,Left wheel,Grey,4,Medium
1273,MERCEDES-BENZ,ML 350,2015,Jeep,Yes,Diesel,3.5,79080 km,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,Very High
505,MITSUBISHI,Outlander,2018,Jeep,Yes,Hybrid,2,59674 km,4.0,Automatic,4x4,4-5,Left wheel,Black,12,Very High
584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,169141 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,Low
-,MERCEDES-BENZ,E 320,1997,Sedan,Yes,LPG,3.2,170000 km,6.0,Manual,Rear,4-5,Left wheel,Green,4,Medium
-,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,122000 km,6.0,Automatic,Front,4-5,Left wheel,Grey,0,Very High
-,LEXUS,RX 450 H,2010,Jeep,Yes,Hybrid,3.5,180800 km,8.0,Automatic,Front,4-5,Left wheel,Silver,8,Very High
707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,75507 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,HYUNDAI,Getz,2008,Sedan,No,Petrol,1.4,180000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,0,Low
-,KIA,RIO,2012,Hatchback,No,Petrol,1.3,16000 km,4.0,Manual,Front,4-5,Left wheel,Silver,4,Medium
777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,88000 km,4.0,Tiptronic,Front,4-5,Left wheel,Black,11,Very High
-,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,122080 km,4.0,Tiptronic,Rear,4-5,Left wheel,Black,8,Very High
-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,147000 km,4.0,Automatic,Front,4-5,Right-hand drive,Silver,8,Medium
690,HONDA,FIT,2016,Hatchback,No,Petrol,1.5,50400 km,4.0,Variator,Front,4-5,Left wheel,Yellow,12,Very High
-,BMW,325 i,2000,Coupe,Yes,Petrol,2.5,240000 km,6.0,Tiptronic,Rear,2-3,Left wheel,Silver,0,Medium
790,HYUNDAI,Elantra,2009,Sedan,Yes,Diesel,1.6,53256 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Medium
-,FORD,Transit,1997,Microbus,No,Diesel,2.5 Turbo,400000 km,4.0,Manual,Rear,4-5,Left wheel,White,2,Medium
-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,117000 km,4.0,Variator,Front,4-5,Right-hand drive,Carnelian red,4,Low
447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,107300 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,MERCEDES-BENZ,S 420,1986,Sedan,Yes,Petrol,4.2,260000 km,8.0,Automatic,Rear,4-5,Left wheel,White,0,Medium
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,472279 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
-,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,1.8,46777 km,4.0,Manual,Rear,4-5,Left wheel,Grey,2,Medium
-,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,140000 km,4.0,Variator,Front,4-5,Right-hand drive,White,4,Medium
-,BMW,550,2012,Sedan,Yes,Petrol,4.4 Turbo,145000 km,8.0,Tiptronic,Rear,4-5,Left wheel,White,12,Very High
1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,72913 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
-,MERCEDES-BENZ,C 320 AMG,2004,Sedan,Yes,Petrol,3.2,100000 km,6.0,Manual,Rear,4-5,Left wheel,Black,8,Medium
781,FORD,Fusion,2012,Sedan,Yes,Hybrid,2.5,375862 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,Low
-,BMW,318,1998,Sedan,Yes,Petrol,1.8,256848 km,4.0,Automatic,Rear,4-5,Right-hand drive,Green,5,Medium
586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,193000 km,4.0,Automatic,Front,4-5,Left wheel,Grey,6,High
-,HYUNDAI,Elantra,2013,Sedan,Yes,LPG,1.8,208000 km,6.0,Tiptronic,Front,4-5,Left wheel,Golden,6,Low
473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4 Turbo,126000 km,8.0,Automatic,Rear,4-5,Left wheel,Silver,6,Medium
1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,40808 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,4-5,Left wheel,Blue,0,Very High
-,NISSAN,Micra,1997,Sedan,No,CNG,1,2888 km,4.0,Manual,Front,2-3,Left wheel,Black,2,Medium
585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,294034 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Medium
-,DODGE,Neon,2000,Sedan,No,Petrol,2,112300 km,4.0,Automatic,Front,4-5,Left wheel,Beige,4,Low
891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,284189 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,High
-,MITSUBISHI,Pajero,1998,Jeep,No,Petrol,3.5 Turbo,11000 km,6.0,Tiptronic,4x4,4-5,Right-hand drive,Silver,4,Medium
753,CHRYSLER,200,2012,Sedan,Yes,Petrol,2.4,185821 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
-,MERCEDES-BENZ,E 320,2004,Sedan,Yes,Petrol,3.2,231200 km,6.0,Tiptronic,Rear,4-5,Left wheel,Golden,10,Medium
834,TOYOTA,Venza,2013,Jeep,Yes,Petrol,2.7,186349 km,4.0,Automatic,4x4,4-5,Left wheel,White,12,Low
-,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,188800 km,4.0,Automatic,4x4,4-5,Left wheel,Black,4,Very High
394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,4-5,Left wheel,Black,12,Low
-,NISSAN,Juke,2014,Jeep,No,Petrol,1.6 Turbo,56000 km,4.0,Tiptronic,Front,4-5,Left wheel,Carnelian red,6,Very High
-,BMW,M5,2010,Sedan,Yes,Petrol,5,94000 km,10.0,Manual,Rear,4-5,Left wheel,Black,12,Very High
-,TOYOTA,Prius,2012,Sedan,No,Petrol,1.8,39000 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,0,High
-,BMW,535,2008,Sedan,Yes,Petrol,3.5 Turbo,180000 km,6.0,Tiptronic,Rear,4-5,Left wheel,Silver,8,High
2377,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,5.7,54875 km,8.0,Automatic,Rear,4-5,Left wheel,Grey,12,Medium
765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454 km,4.0,Automatic,Front,4-5,Left wheel,Black,0,High
585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,168341 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Very High
-,OPEL,Zafira,2005,Universal,No,Petrol,2.2,100000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
769,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.2,188787 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,312786 km,4.0,Automatic,Front,4-5,Left wheel,Grey,12,Low
640,FORD,Focus,2013,Hatchback,No,Petrol,2,144000 km,4.0,Tiptronic,Front,4-5,Left wheel,Grey,8,Medium
382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,102400 km,4.0,Automatic,Front,4-5,Left wheel,Silver,12,High
463,TOYOTA,Prius,2018,Sedan,Yes,Hybrid,1.8,16566 km,4.0,Automatic,Front,4-5,Left wheel,Red,12,High
1995,FORD,Transit 135,2003,Microbus,No,Diesel,2.4 Turbo,193000 km,4.0,Manual,Rear,>5,Left wheel,Yellow,2,Medium
836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,182000 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,193267 km,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,Very High
364,CHEVROLET,Spark,2012,Hatchback,Yes,Petrol,1,160000 km,4.0,Automatic,Front,4-5,Left wheel,Blue,4,Medium
1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,4-5,Left wheel,White,0,Very High
574,HONDA,Civic,2010,Sedan,Yes,Hybrid,1.3,169000 km,4.0,Automatic,Front,4-5,Left wheel,White,6,Medium
1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,237158 km,6.0,Automatic,4x4,4-5,Left wheel,Black,12,Low
1017,MITSUBISHI,Outlander Sport,2017,Jeep,No,Petrol,2,21000 km,4.0,Variator,4x4,4-5,Left wheel,Brown,6,Very High
893,HYUNDAI,I30,2008,Goods wagon,No,Diesel,1.6 Turbo,206000 km,4.0,Manual,Front,4-5,Left wheel,Black,8,Medium
-,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,95000 km,4.0,Automatic,Front,4-5,Left wheel,Silver,6,High
642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,156743 km,4.0,Automatic,Front,4-5,Left wheel,Black,4,Very High
1236,HONDA,FIT Premiym,2011,Hatchback,No,Hybrid,1.3,151000 km,4.0,Tiptronic,Front,4-5,Right-hand drive,Blue,2,Medium
707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,82328 km,4.0,Automatic,Front,4-5,Left wheel,Silver,4,Medium
-,MAZDA,Demio,2002,Hatchback,No,LPG,1.5,165000 km,4.0,Tiptronic,Front,4-5,Right-hand drive,White,4,Medium
-,HONDA,Civic,1995,Hatchback,No,Petrol,1.5,272000 km,4.0,Manual,Front,2-3,Left wheel,Red,2,Medium
1017,HONDA,Civic,2017,Sedan,Yes,Petrol,2,5000 km,4.0,Automatic,Front,4-5,Left wheel,White,4,Very High
-,VOLKSWAGEN,Jetta,1995,Sedan,No,CNG,1.8,1101001 km,4.0,Manual,Front,4-5,Left wheel,White,1,Low
585,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,1.8 Turbo,86000 km,4.0,Tiptronic,Front,4-5,Left wheel,Blue,12,High
-,MERCEDES-BENZ,ML 270 CDI,2002,Jeep,Yes,Diesel,2.7 Turbo,288578 km,5.0,Tiptronic,4x4,4-5,Left wheel,Blue,10,High
765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,505900 km,4.0,Automatic,Front,4-5,Left wheel,Orange,4,Medium
